% Model,ion trap blade.mph
% Version,COMSOL 6.1.0.357
% Date,"Jul 24 2023, 20:38"
% Dimension,3
% Nodes,891
% Expressions,21
% Description,Electric potential
% Length unit,mm
% x,y,z,esbe.V (V) @ delta=0,esbe.V (V) @ delta=1,esbe.V (V) @ delta=2,esbe.V (V) @ delta=3,esbe.V (V) @ delta=4,esbe.V (V) @ delta=5,esbe.V (V) @ delta=6,esbe.V (V) @ delta=7,esbe.V (V) @ delta=8,esbe.V (V) @ delta=9,esbe.V (V) @ delta=10,esbe.V (V) @ delta=11,esbe.V (V) @ delta=12,esbe.V (V) @ delta=13,esbe.V (V) @ delta=14,esbe.V (V) @ delta=15,esbe.V (V) @ delta=16,esbe.V (V) @ delta=17,esbe.V (V) @ delta=18,esbe.V (V) @ delta=19,esbe.V (V) @ delta=20
0,0,-0.28715743148629724,0.14338293808458952,0.14142277175236517,0.13947226629763354,0.13753268183481682,0.1356052784784163,0.1336913163429746,0.13179205554285223,0.12990875619256764,0.12804267840656436,0.12619508229924425,0.12436722798503069,0.1225603755785808,0.12077578519425708,0.1190147169464606,0.11727843094963702,0.1155681873184845,0.11388524616709761,0.11223086761009421,0.11060631176199437,0.10901283873720435,0.10745170865012688
0,0,-0.2867073414682937,0.14323624777337146,0.1412802376429682,0.13933390140332247,0.13739850086619426,0.13547529784345236,0.13356555414708715,0.13167053158876796,0.1297914919803949,0.12792969713384156,0.12608640886084116,0.1242628889732601,0.12246039928304397,0.12068020160200188,0.11892355774187213,0.11719172951451462,0.11548597873201838,0.11380756720574792,0.11215775674781198,0.11053780917006184,0.10894898628437749,0.1073925499024323
0,0,-0.28625725145029,0.14308985348431946,0.14113799533901367,0.13919582411581094,0.1372646033262701,0.1353455964819814,0.13344006709462325,0.1315492786757123,0.12967449473684006,0.12781697878963538,0.12597799434555734,0.12415880491623321,0.12236067401334666,0.12058486514842826,0.1188326418330069,0.1171052675786804,0.11540400589721805,0.11373012029984825,0.11208487429832503,0.11046953140428944,0.10888535512926606,0.10733360898483368
0,0,-0.28580716143228635,0.14294375487188177,0.14099604450389208,0.13905803410755363,0.13713098889650543,0.13521617408446784,0.13331485488529266,0.13142829651249627,0.12955776417986348,0.12770452310107167,0.12586983848977362,0.12405497555961009,0.12226119952447528,0.12048977559798563,0.11874196899377343,0.11701904492551862,0.11532226860714284,0.11365290525194577,0.11201222007382744,0.1104014782865837,0.10882194510379806,0.1072748857391696
0,0,-0.28535707141428285,0.14279795159130182,0.14085438480187507,0.1389205310518094,0.13699765725923047,0.1350870303423583,0.13318991721948042,0.13130758480866522,0.12944130002812276,0.12759232979607393,0.12576194103061478,0.12395140064988797,0.12216197557226288,0.12039493271582224,0.11865153899871167,0.11693306133911135,0.11524076665540267,0.11357592186535448,0.11193979388737757,0.11033364963972764,0.10875875604050711,0.1072163800078581
0,0,-0.28490698139627935,0.14265244329874627,0.14071301589807444,0.13878331462267746,0.13686460809754142,0.1349581649477452,0.13306525379844925,0.13118714327458225,0.12932510200117153,0.1274803986033624,0.12565430170602643,0.12384807993423635,0.12206300191320735,0.12030033626787029,0.11856135162322495,0.1168473166043088,0.11515949983636092,0.11349916994403891,0.11186759555256526,0.11026604528710393,0.10869578777259142,0.1071580916340063
0,0,-0.2844568913782757,0.14250722965120055,0.14057193745841245,0.13864638449508393,0.13673184109540304,0.13482957759366787,0.13294086432427327,0.13106697162138203,0.12920916981933545,0.12736872925238524,0.12554692025473635,0.12374501316069098,0.12196427830463624,0.12020598602079924,0.11847140664339367,0.11676181050667739,0.11507846794516374,0.11342264929273155,0.11179562488384481,0.11019866505287412,0.10863304013400588,0.10710002046149175
0,0,-0.2840068013602721,0.14236231030650048,0.14043114914976917,0.13850974034484131,0.13659935593758665,0.13470126797388526,0.13281674849981945,0.1309470695610908,0.12909350320366453,0.12725732147345542,0.12543979641622588,0.12364220007793014,0.12186580450456996,0.12011188174199461,0.11838170383601532,0.11667654283253681,0.11499767077765272,0.11334635971686446,0.11172388169628561,0.11013150876185973,0.108570512959411,0.10704216633480779
0,0,-0.28355671134226845,0.14221768492336945,0.1402906506397194,0.13837338184855486,0.13646715230969636,0.13457323578311325,0.13269290602874823,0.13082743680642178,0.12897810187605702,0.12714617499758135,0.12533292993076856,0.1235396404355108,0.12176758027187995,0.12001802319965948,0.11829224297872204,0.11659151336890111,0.11491710813039946,0.11327030102261842,0.11165236580572496,0.11006457623959454,0.10850820608415773,0.1069845290991906
0,0,-0.2831066213242648,0.14207335316136976,0.14015044159679402,0.1382373086836795,0.13633522989817703,0.13444548071671086,0.13256933661557052,0.13070807307097093,0.128862965559217,0.12703528955662635,0.12522632053932953,0.12343733398366152,0.12166960536605592,0.11992441016267896,0.11820302384975678,0.11650672190360084,0.11483677980065515,0.11319447301685387,0.11158107702861075,0.10999786731234323,0.10844611934423254,0.10692710860050803
0,0,-0.2826565313062612,0.1419293146809037,0.14001052169032902,0.13810152052847396,0.13620358839030605,0.13431800247094905,0.1324460399655777,0.13058897806908376,0.1287480939765938,0.12692466488319099,0.12511996798378133,0.1233352804734747,0.12157187954745319,0.11983104240071679,0.11811404622822458,0.11642216822504353,0.11475668558646851,0.11311887550711441,0.111510015182261,0.10993138180699857,0.10838425257641604,0.10686990468540714
0,0,-0.28220644128825767,0.1417855691432482,0.1398708905904945,0.13796601706207046,0.13607222747412995,0.13419080074294804,0.13232301578484512,0.1304701515159204,0.12863348685243436,0.12681430071066063,0.12501387200667563,0.12323347965671361,0.12147440257717185,0.11973791968417236,0.11802530989390164,0.1163378521225365,0.11467682528656936,0.11304350830176685,0.1114391800846053,0.10986511955132516,0.1083226056181022,0.10681291720111791
0,0,-0.2817563512702541,0.14164211621051587,0.13973154796834164,0.1378307979644542,0.13594114683858827,0.13406387523057794,0.13220026378031052,0.13035159312744882,0.12851914391180985,0.12670419677320904,0.12490803235132591,0.12313193128595323,0.1213771742169934,0.11964504178419755,0.11793681462728145,0.11625377338601567,0.11459719870039037,0.11296837120981823,0.11136857155424429,0.10979908037353381,0.10826117830744475,0.10675614599565403
0,0,-0.28130626125225056,0.14149895554571795,0.13959249349571867,0.13769586291640706,0.1358103461734016,0.133937225632558,0.13207778365970002,0.13023330262041388,0.12840506488053727,0.1265943528058216,0.12480244876189905,0.12303063511450285,0.12128019422958997,0.11955240847276838,0.11784856020970053,0.11616993180620461,0.11451780562817082,0.11289346404098394,0.11129818941059949,0.10973326410279083,0.10819997048325808,0.10669959091769599
0,0,-0.2808561712342469,0.14135608681265188,0.13945372684537632,0.1375612115995306,0.13567982516914517,0.13381085164839807,0.13195557513149203,0.13011527971239406,0.12829124948524556,0.12648476854419838,0.1246971209832744,0.12292959089650013,0.12118346237820327,0.1194600195224148,0.11776054642314704,0.11608632717453077,0.11443864587082475,0.11281878660581102,0.11122803347374594,0.10966767056880794,0.10813898198508526,0.10664325181656026
0,0,-0.2804060812162432,0.1412135096760116,0.13931524769082843,0.13742684369632008,0.13554958351719748,0.13368475297845223,0.13183363790505176,0.129997524121709,0.12817769745333968,0.1263754437248933,0.12459204876105856,0.12282879838676469,0.1210869784270272,0.11936787470659677,0.1176727730503549,0.11600295928309046,0.1143597192299538,0.11274433871537937,0.11115810356442535,0.10960229960206547,0.10807821265313705,0.10658712854235164
0,0,-0.27995599119823966,0.14107122380131915,0.139177055706521,0.13729275889001252,0.13541962090976722,0.1335589293238877,0.1317119716904981,0.12988003556752836,0.12806440851305512,0.126266378085158,0.12448723184177007,0.12272825734093196,0.12099074214086436,0.11927597379949523,0.11758523987481179,0.11591982792487365,0.11428102550792879,0.11267012018165184,0.11108839950418253,0.10953715103376599,0.10801766232831755,0.10653122094580131
0,0,-0.2795059011802361,0.14092922885494535,0.13903915056764443,0.13715895686478002,0.1352899370398885,0.13343338038663272,0.1315905761987748,0.12976281376978016,0.12795138239333465,0.12615757136310352,0.12438266997257108,0.1226279675153708,0.12089475328531646,0.11918431657592332,0.11749794668078484,0.11583693289348118,0.11420256450787519,0.11259613081721281,0.11101892111526307,0.10947222469577145,0.10795733085230669,0.10647552887836037
0,0,-0.27905581116223244,0.14078752450415039,0.1389015319503299,0.13702543730556216,0.13516053160140162,0.13330810586952385,0.13146945114163017,0.12964585844922838,0.12783861882397834,0.12604902329755924,0.12427836290144645,0.12252792866724699,0.12079901162680484,0.11909290281161389,0.1174108932532108,0.11575427398326288,0.11412433603358335,0.11252237043541397,0.1109496682205206,0.10940752042066298,0.10789721806732894,0.10642005219214506
0,0,-0.27860572114422877,0.14064611041700004,0.13876419953146107,0.1368921998981334,0.13503140428900573,0.13318310547610224,0.13134859623160705,0.12952916932739666,0.12772611753555718,0.12594073362816716,0.12417431037712545,0.12242814055446366,0.12070351693239395,0.11900173228285249,0.11732407937782502,0.11567185098931315,0.114046339889601,0.11244883885028001,0.11088064064361636,0.10934303804170259,0.10783732381652916,0.10636479073999872
0,0,-0.2781556311262252,0.14050498626241426,0.1386271529888191,0.13675924432914138,0.13490255479816277,0.1330583789108047,0.13122801118205002,0.12941274612661263,0.12761387825941367,0.12583270209533276,0.12407051214913106,0.12232860293566827,0.1206082689699734,0.11891080476683136,0.11723750484104273,0.1155896637074677,0.11396857588117776,0.11237553587662852,0.11081183820890822,0.10927877739293873,0.10777764794351208,0.10630974437543456
0,0,-0.27770554110822165,0.1403641517101788,0.138490392000996,0.13662657028598912,0.13477398282524117,0.13293392587886915,0.13110769570713737,0.12929658857001408,0.12750190072767242,0.1257249284402725,0.1239669679677729,0.12222931557031141,0.12051326750820923,0.11882012004144171,0.11715116943010528,0.11550771193426873,0.1138910438142991,0.11230246132994287,0.11074326074144925,0.10921473830905698,0.10771819029280821,0.10625491295270734
0,0,-0.2772554510902181,0.1402236064309414,0.13835391624740878,0.13649417745698322,0.1346456880673274,0.13280974608629653,0.1309876495218048,0.12918069638152108,0.12739018467329233,0.1256174124049002,0.12386367758406053,0.12213027821860273,0.12041851231642864,0.11872967788528294,0.1170650729328786,0.11542599546701732,0.11381374349572937,0.1122296150264091,0.11067490806701141,0.10915092062542298,0.10765895070941589,0.10620029632667322
0,0,-0.27680536107221454,0.14008335009614248,0.13821772540840926,0.13636206553122715,0.1345176702224129,0.13268583923994393,0.13086787234183228,0.1290650692858265,0.1272787298299014,0.12551015373198654,0.12376064074987875,0.12203149064144259,0.12032400316479208,0.11863947807771552,0.11697921513806764,0.11534451410376795,0.11373667473287191,0.11215699678295554,0.11060678001209168,0.10908732417821232,0.10759992903928012,0.10614589435299271
0,0,-0.27635527105421087,0.13994338237813575,0.13808181916503265,0.13623023419861857,0.13438992898927127,0.13256220504746974,0.1307483638837708,0.12894970700848318,0.12716753593210178,0.12540315216508557,0.12365785721777761,0.12193295260059062,0.12022973982419433,0.11854952039889644,0.11689359583507325,0.11526326764317779,0.11365983733389834,0.11208460641722962,0.11053887640384641,0.10902394880426608,0.10754112512881353,0.10609170688793557
0,0,-0.2759051810362072,0.13980370295005223,0.1379461971992781,0.1360986831499728,0.13426246406750575,0.13243884321734278,0.13062912386499737,0.12883460927576745,0.12705660271509855,0.12529640744845033,0.12355532674112174,0.12183466385851943,0.120135722066265,0.11845980462966055,0.11680821481401898,0.11518225588483744,0.11358323110767432,0.11201244374759589,0.11047119707021535,0.10896079434098943,0.10748253882529102,0.10603773378847692
0,0,-0.27545509101820365,0.1396643114859295,0.13781085919390046,0.13596741207684265,0.1341352751575322,0.13231575345882662,0.13051015200367622,0.12871977581475968,0.1269459299149756,0.12518991932717494,0.12345304907406551,0.12173662417847847,0.12004194966341036,0.11837033055161966,0.11672307186583009,0.11510147862889719,0.11350685586386167,0.11194050859315763,0.11040374183981089,0.10889786062671342,0.10742416997663828,0.10598397491233835
0,0,-0.2750050010002001,0.1395816597043717,0.13773133039632068,0.13589102191185148,0.13406204131486693,0.13224569566933203,0.1304432920393337,0.12865613748867277,0.12688553908133154,0.1251328038813334,0.12339923895248955,0.12168615135874716,0.11999484816424533,0.11832663643281871,0.11668282322835055,0.11506471561483661,0.11347362065643596,0.1119108454166739,0.11037769695968597,0.108875482349516,0.1074055086500561,0.10596908292519186
0,0,-0.2745549109821964,0.13944283442959854,0.1375965507725455,0.13576030145000267,0.13393539528813836,0.13212314111324425,0.13032484775167819,0.12854182402957032,0.12677537877317696,0.12502682080879357,0.12329745896254451,0.12158860206067024,0.11990155892962306,0.11823763839549961,0.11659814928451206,0.11498440042293662,0.1133977006371567,0.11183935875310042,0.11031068359715701,0.1088129839956895,0.10734756877478813,0.10591574676074172
0,0,-0.27410482096419275,0.13930429614954953,0.13746205416611063,0.13562986004686411,0.13380902438273085,0.13200085776473247,0.1302066707839789,0.1284277740313174,0.12666547809778317,0.12492109357437337,0.12319593105198073,0.1214913011215894,0.1198085143743507,0.11814888140118418,0.11651371279297174,0.11490431914073657,0.1133220110356471,0.11176809906835372,0.11024389382995708,0.10875070591154035,0.10728984590408724,0.1058626243984469
0,0,-0.2736547309461892,0.13916604454158477,0.137327840263124,0.13549969739733903,0.13368292830231399,0.13187884533629185,0.13008876085756854,0.12831398722414966,0.12655583679431803,0.12481562192624007,0.12309465497797073,0.12139424830773626,0.11971571427385086,0.11806036523440244,0.11642951354754671,0.1148244715714134,0.11324655166439268,0.11169706618431668,0.1101773274895197,0.10868864793825911,0.10723233988867376,0.10580971569882491
0,0,-0.27320464092818575,0.13902807928388172,0.13719390875050375,0.13536981319708163,0.13355710675134636,0.1317571035411852,0.12997111769455827,0.12820046333911067,0.12644645460274395,0.12471040561328972,0.12299363049848971,0.12129744338612752,0.11962315840423943,0.11797208968051787,0.11634555134275248,0.11474485751875685,0.1131713223365915,0.1116262599236878,0.11011098440800615,0.10862680991747686,0.10717505057989579,0.10575702052297559
0,0,-0.2727545509101821,0.13889040005550674,0.13706025931601967,0.13524020714263185,0.1334315594351378,0.13163563209356094,0.12985374101792896,0.1280872021080025,0.12633733126381885,0.1246054443852812,0.1228928573721873,0.12120088612454288,0.11953084654237534,0.11788405452556144,0.11626182597391094,0.11466547678742456,0.11309632286618942,0.11155568010977807,0.11004486441825428,0.10856519169169238,0.10711797782990817,0.10570453873275576
