Time (us),Value
0.00010813541354135414,-6.63106545278843e-05
0.00010814881488148816,-6.62785860830908e-05
0.00010816221622162216,-6.624645688084472e-05
0.00010817561756175618,-6.621426696128195e-05
0.00010818901890189019,-6.618201636481492e-05
0.00010820242024202421,-6.614970513213181e-05
0.00010821582158215822,-6.611733330419646e-05
0.00010822922292229224,-6.608490092224762e-05
0.00010824262426242624,-6.605240802779876e-05
0.00010825602560256026,-6.60198546626374e-05
0.00010826942694269427,-6.598724086882486e-05
0.00010828282828282829,-6.595456668869568e-05
0.0001082962296229623,-6.592183216485727e-05
0.00010830963096309631,-6.588903734018934e-05
0.00010832303230323032,-6.585618225784367e-05
0.00010833643364336434,-6.582326696124336e-05
0.00010834983498349835,-6.579029149408276e-05
0.00010836323632363237,-6.575725590032662e-05
0.00010837663766376637,-6.572416022421002e-05
0.0001083900390039004,-6.569100451023763e-05
0.0001084034403440344,-6.565778880318352e-05
0.00010841684168416842,-6.562451314809045e-05
0.00010843024302430243,-6.559117759026967e-05
0.00010844364436443645,-6.555778217530027e-05
0.00010845704570457045,-6.552432694902899e-05
0.00010847044704470447,-6.549081195756943e-05
0.00010848384838483848,-6.545723724730196e-05
0.0001084972497249725,-6.542360286487299e-05
0.00010851065106510651,-6.538990885719476e-05
0.00010852405240524053,-6.535615527144467e-05
0.00010853745374537455,-6.532234215506503e-05
0.00010855085508550855,-6.528846955576255e-05
0.00010856425642564257,-6.525453752150778e-05
0.00010857765776577658,-6.522054610053489e-05
0.0001085910591059106,-6.518649534134098e-05
0.0001086044604460446,-6.515238529268589e-05
0.00010861786178617863,-6.511821600359149e-05
0.00010863126312631263,-6.50839875233415e-05
0.00010864466446644665,-6.50496999014808e-05
0.00010865806580658066,-6.50153531878152e-05
0.00010867146714671468,-6.498094743241081e-05
0.00010868486848684869,-6.494648268559378e-05
0.0001086982698269827,-6.491195899794964e-05
0.00010871167116711671,-6.48773764203231e-05
0.00010872507250725073,-6.484273500381737e-05
0.00010873847384738474,-6.480803479979393e-05
0.00010875187518751876,-6.477327585987186e-05
0.00010876527652765277,-6.473845823592768e-05
0.00010877867786778679,-6.470358198009455e-05
0.00010879207920792079,-6.466864714476221e-05
0.00010880548054805481,-6.463365378257619e-05
0.00010881888188818882,-6.459860194643764e-05
0.00010883228322832284,-6.456349168950266e-05
0.00010884568456845685,-6.452832306518207e-05
0.00010885908590859087,-6.449309612714076e-05
0.00010887248724872487,-6.445781092929744e-05
0.00010888588858885889,-6.442246752582398e-05
0.0001088992899289929,-6.438706597114523e-05
0.00010891269126912692,-6.43516063199383e-05
0.00010892609260926092,-6.431608862713235e-05
0.00010893949394939494,-6.428051294790795e-05
0.00010895289528952895,-6.424487933769682e-05
0.00010896629662966297,-6.42091878521812e-05
0.00010897969796979698,-6.417343854729362e-05
0.000108993099309931,-6.41376314792162e-05
0.000109006500650065,-6.410176670438046e-05
0.00010901990199019902,-6.406584427946666e-05
0.00010903330333033303,-6.402986426140355e-05
0.00010904670467046705,-6.399382670736773e-05
0.00010906010601060106,-6.395773167478341e-05
0.00010907350735073508,-6.392157922132174e-05
0.00010908690869086908,-6.388536940490063e-05
0.0001091003100310031,-6.384910228368401e-05
0.00010911371137113711,-6.381277791608167e-05
0.00010912711271127113,-6.377639636074856e-05
0.00010914051405140514,-6.373995767658463e-05
0.00010915391539153916,-6.370346192273405e-05
0.00010916731673167318,-6.366690915858504e-05
0.00010918071807180718,-6.363029944376937e-05
0.0001091941194119412,-6.359363283816172e-05
0.00010920752075207521,-6.355690940187957e-05
0.00010922092209220923,-6.35201291952824e-05
0.00010923432343234324,-6.348329227897159e-05
0.00010924772477247726,-6.344639871378965e-05
0.00010926112611261126,-6.340944856082007e-05
0.00010927452745274528,-6.33724418813866e-05
0.00010928792879287929,-6.333537873705309e-05
0.00010930133013301331,-6.329825918962273e-05
0.00010931473147314732,-6.326108330113798e-05
0.00010932813281328134,-6.32238511338797e-05
0.00010934153415341534,-6.318656275036713e-05
0.00010935493549354936,-6.314921821335705e-05
0.00010936833683368337,-6.311181758584373e-05
0.00010938173817381739,-6.307436093105807e-05
0.0001093951395139514,-6.303684831246759e-05
0.00010940854085408542,-6.299927979377555e-05
0.00010942194219421942,-6.29616554389209e-05
0.00010943534353435344,-6.292397531207751e-05
0.00010944874487448745,-6.288623947765404e-05
0.00010946214621462147,-6.284844800029312e-05
0.00010947554755475547,-6.281060094487132e-05
0.0001094889488948895,-6.277269837649833e-05
0.0001095023502350235,-6.273474036051683e-05
0.00010951575157515752,-6.269672696250176e-05
0.00010952915291529153,-6.265865824826018e-05
0.00010954255425542555,-6.262053428383047e-05
0.00010955595559555955,-6.258235513548227e-05
0.00010956935693569357,-6.254412086971569e-05
0.00010958275827582758,-6.250583155326113e-05
0.0001095961596159616,-6.246748725307865e-05
0.00010960956095609561,-6.242908803635767e-05
0.00010962296229622963,-6.239063397051636e-05
0.00010963636363636363,-6.235212512320145e-05
0.00010964976497649765,-6.231356156228743e-05
0.00010966316631663166,-6.22749433558765e-05
0.00010967656765676568,-6.223627057229774e-05
0.00010968996899689969,-6.219754328010706e-05
0.00010970337033703371,-6.215876154808638e-05
0.00010971677167716771,-6.211992544524346e-05
0.00010973017301730173,-6.208103504081127e-05
0.00010974357435743574,-6.204209040424775e-05
0.00010975697569756976,-6.200309160523511e-05
0.00010977037703770377,-6.196403871367965e-05
0.00010978377837783779,-6.192493179971105e-05
0.0001097971797179718,-6.188577093368218e-05
0.00010981058105810581,-6.184655618616851e-05
