Time (us),Value
0.0001340934093409341,-6.385031189920761e-05
0.0001341134113411341,-6.385405886802745e-05
0.00013413341334133413,-6.385765628173923e-05
0.00013415341534153414,-6.386110648125578e-05
0.00013417341734173416,-6.386441185213903e-05
0.00013419341934193418,-6.386757482481621e-05
0.0001342134213421342,-6.387059787479588e-05
0.0001342334233423342,-6.387348352288402e-05
0.00013425342534253426,-6.387623433539997e-05
0.00013427342734273427,-6.387885292439264e-05
0.0001342934293429343,-6.38813419478565e-05
0.0001343134313431343,-6.388370410994763e-05
0.00013433343334333432,-6.388594216119982e-05
0.00013435343534353434,-6.388805889874066e-05
0.00013437343734373436,-6.389005716650741e-05
0.00013439343934393437,-6.389193985546338e-05
0.00013441344134413442,-6.389370990381373e-05
0.00013443344334433443,-6.389537029722168e-05
0.00013445344534453445,-6.389692406902441e-05
0.00013447344734473447,-6.389837430044931e-05
0.00013449344934493449,-6.389972412082998e-05
0.0001345134513451345,-6.39009767078222e-05
0.00013453345334533452,-6.39021352876201e-05
0.00013455345534553454,-6.390320313517219e-05
0.00013457345734573455,-6.390418357439739e-05
0.0001345934593459346,-6.390507997840113e-05
0.00013461346134613461,-6.390589576969142e-05
0.00013463346334633463,-6.390663442039487e-05
0.00013465346534653465,-6.390729945247276e-05
0.00013467346734673467,-6.390789443793716e-05
0.00013469346934693468,-6.390842299906694e-05
0.0001347134713471347,-6.39088888086238e-05
0.00013473347334733472,-6.390929559006837e-05
0.00013475347534753473,-6.390964711777634e-05
0.00013477347734773478,-6.39099472172544e-05
0.0001347934793479348,-6.391019976535635e-05
0.0001348134813481348,-6.391040869049925e-05
0.00013483348334833483,-6.391057797287926e-05
0.00013485348534853485,-6.391071164468798e-05
0.00013487348734873486,-6.391081379032831e-05
0.00013489348934893488,-6.391088854663059e-05
0.0001349134913491349,-6.391094010306865e-05
0.0001349334933493349,-6.391097270197588e-05
0.00013495349534953496,-6.391099063876122e-05
0.00013497349734973497,-6.391099826212542e-05
0.000134993499349935,-6.391099997427678e-05
0.000135013501350135,-6.3911e-05
0.00013503350335033502,-6.3911e-05
0.00013505350535053504,-6.3911e-05
0.00013507350735073506,-6.3911e-05
0.00013509350935093508,-6.3911e-05
0.0001351135113511351,-6.3911e-05
0.00013513351335133514,-6.3911e-05
0.00013515351535153515,-6.3911e-05
0.00013517351735173517,-6.3911e-05
0.0001351935193519352,-6.3911e-05
0.0001352135213521352,-6.3911e-05
0.00013523352335233522,-6.3911e-05
0.00013525352535253524,-6.3911e-05
0.00013527352735273526,-6.3911e-05
0.00013529352935293527,-6.3911e-05
0.00013531353135313532,-6.3911e-05
0.00013533353335333533,-6.3911e-05
0.00013535353535353535,-6.3911e-05
0.00013537353735373537,-6.3911e-05
0.00013539353935393538,-6.3911e-05
0.0001354135413541354,-6.3911e-05
0.00013543354335433542,-6.3911e-05
0.00013545354535453543,-6.3911e-05
0.00013547354735473545,-6.3911e-05
0.0001354935493549355,-6.3911e-05
0.0001355135513551355,-6.3911e-05
0.00013553355335533553,-6.3911e-05
0.00013555355535553555,-6.3911e-05
0.00013557355735573556,-6.3911e-05
0.00013559355935593558,-6.3911e-05
0.0001356135613561356,-6.3911e-05
0.00013563356335633561,-6.3911e-05
0.00013565356535653563,-6.3911e-05
0.00013567356735673568,-6.3911e-05
0.0001356935693569357,-6.3911e-05
0.0001357135713571357,-6.3911e-05
0.00013573357335733573,-6.3911e-05
0.00013575357535753574,-6.3911e-05
0.00013577357735773576,-6.3911e-05
0.00013579357935793578,-6.3911e-05
0.0001358135813581358,-6.3911e-05
0.0001358335833583358,-6.3911e-05
0.00013585358535853586,-6.3911e-05
0.00013587358735873587,-6.3911e-05
0.0001358935893589359,-6.3911e-05
0.0001359135913591359,-6.3911e-05
0.00013593359335933592,-6.3911e-05
0.00013595359535953594,-6.3911e-05
0.00013597359735973596,-6.3911e-05
0.00013599359935993597,-6.3911e-05
0.00013601360136013602,-6.3911e-05
0.00013603360336033603,-6.3911e-05
0.00013605360536053605,-6.3911e-05
0.00013607360736073607,-6.3911e-05
0.00013609360936093609,-6.3911e-05
0.0001361136113611361,-6.3911e-05
0.00013613361336133612,-6.3911e-05
0.00013615361536153614,-6.3911e-05
0.00013617361736173615,-6.3911e-05
0.0001361936193619362,-6.3911e-05
0.00013621362136213621,-6.3911e-05
0.00013623362336233623,-6.3911e-05
0.00013625362536253625,-6.3911e-05
0.00013627362736273627,-6.3911e-05
0.00013629362936293628,-6.3911e-05
0.0001363136313631363,-6.3911e-05
0.00013633363336333632,-6.3911e-05
0.00013635363536353633,-6.3911e-05
0.00013637363736373638,-6.3911e-05
0.0001363936393639364,-6.3911e-05
0.0001364136413641364,-6.3911e-05
0.00013643364336433643,-6.3911e-05
0.00013645364536453645,-6.3911e-05
0.00013647364736473646,-6.3911e-05
0.00013649364936493648,-6.3911e-05
0.0001365136513651365,-6.3911e-05
0.0001365336533653365,-6.3911e-05
0.00013655365536553656,-6.3911e-05
0.00013657365736573657,-6.3911e-05
0.0001365936593659366,-6.3911e-05
0.0001366136613661366,-6.3911e-05
0.00013663366336633662,-6.3911e-05
0.00013665366536653664,-6.3911e-05
0.00013667366736673666,-6.3911e-05
0.00013669366936693668,-6.3911e-05
0.0001367136713671367,-6.3911e-05
0.00013673367336733674,-6.3911e-05
0.00013675367536753675,-6.3911e-05
0.00013677367736773677,-6.3911e-05
0.0001367936793679368,-6.3911e-05
0.0001368136813681368,-6.3911e-05
0.00013683368336833682,-6.3911e-05
